|NSC|NAME|CTCAE_VERSION|CTCAE_CATEGORY|TOXICITY|AE_TERM|SELECT_AE|OTHER_TOXICITY|IMT_CODE|CTEP_PREFERRED_TERM|SHORT_NAME|SUB_CATEGORY|EXPECTED_TOXICITY_FLAG|
|716051|"STI571 (imatinib, Gleevec)"|4|Skin and subcutaneous tissue disorders|Pruritus|Pruritus|||10037087|Pruritus|Pruritus||No|
|716051|"STI571 (imatinib, Gleevec)"|4|Skin and subcutaneous tissue disorders|Rash maculo-papular|Rash maculo-papular|||10037868|Rash maculo-papular|Rash maculo-papular||No|
|716051|"STI571 (imatinib, Gleevec)"|4|Skin and subcutaneous tissue disorders|Skin hyperpigmentation|Skin hyperpigmentation|||10040865|Skin hyperpigmentation|Skin hyperpigmentation||No|
|716051|"STI571 (imatinib, Gleevec)"|4|Skin and subcutaneous tissue disorders|Skin hypopigmentation|Skin hypopigmentation|||10040868|Skin hypopigmentation|Skin hypopigmentation||No|
|716051|"STI571 (imatinib, Gleevec)"|4|Vascular disorders|"Vascular disorders - Other, specify"|"Vascular disorders - Other, specify"||Intra-tumoral hemorrhage|10047065|"Vascular disorders - Other, specify"|"Vascular disorders - Other, specify"||No|
|724772|Sorafenib (BAY 43-9006)|4|Blood and lymphatic system disorders|Anemia|Anemia|||10002272|Anemia|Anemia||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Abdominal pain|Abdominal pain|||10000081|Abdominal pain|Abdominal pain||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Anal hemorrhage|Anal hemorrhage|||10055226|Anal hemorrhage|Anal hemorrhage||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Cecal hemorrhage|Cecal hemorrhage|||10065747|Cecal hemorrhage|Cecal hemorrhage||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Colonic hemorrhage|Colonic hemorrhage|||10009998|Colonic hemorrhage|Colonic hemorrhage||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Constipation|Constipation|||10010774|Constipation|Constipation||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Diarrhea|Diarrhea|||10012727|Diarrhea|Diarrhea||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Duodenal hemorrhage|Duodenal hemorrhage|||10055242|Duodenal hemorrhage|Duodenal hemorrhage||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Esophageal hemorrhage|Esophageal hemorrhage|||10015384|Esophageal hemorrhage|Esophageal hemorrhage||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Esophageal varices hemorrhage|Esophageal varices hemorrhage|||10015453|Esophageal varices hemorrhage|Esophageal varices hemorrhage||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Gastric hemorrhage|Gastric hemorrhage|||10017789|Gastric hemorrhage|Gastric hemorrhage||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Hemorrhoidal hemorrhage|Hemorrhoidal hemorrhage|||10060640|Hemorrhoidal hemorrhage|Hemorrhoidal hemorrhage||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Ileal hemorrhage|Ileal hemorrhage|||10055287|Ileal hemorrhage|Ileal hemorrhage||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Intra-abdominal hemorrhage|Intra-abdominal hemorrhage|||10055291|Intra-abdominal hemorrhage|Intra-abdominal hemorrhage||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Jejunal hemorrhage|Jejunal hemorrhage|||10055300|Jejunal hemorrhage|Jejunal hemorrhage||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Lower gastrointestinal hemorrhage|Lower gastrointestinal hemorrhage|||10051746|Lower gastrointestinal hemorrhage|Lower gastrointestinal hemorrhage||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Nausea|Nausea|||10028813|Nausea|Nausea||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Oral hemorrhage|Oral hemorrhage|||10030980|Oral hemorrhage|Oral hemorrhage||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Pancreatic hemorrhage|Pancreatic hemorrhage|||10033626|Pancreatic hemorrhage|Pancreatic hemorrhage||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Rectal hemorrhage|Rectal hemorrhage|||10038064|Rectal hemorrhage|Rectal hemorrhage||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Retroperitoneal hemorrhage|Retroperitoneal hemorrhage|||10038981|Retroperitoneal hemorrhage|Retroperitoneal hemorrhage||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Upper gastrointestinal hemorrhage|Upper gastrointestinal hemorrhage|||10055356|Upper gastrointestinal hemorrhage|Upper gastrointestinal hemorrhage||No|
|724772|Sorafenib (BAY 43-9006)|4|Gastrointestinal disorders|Vomiting|Vomiting|||10047700|Vomiting|Vomiting||No|
|724772|Sorafenib (BAY 43-9006)|4|General disorders and administration site conditions|Fatigue|Fatigue|||10016256|Fatigue|Fatigue||No|
|724772|Sorafenib (BAY 43-9006)|4|General disorders and administration site conditions|Fever|Fever|||10016558|Fever|Fever||No|
|724772|Sorafenib (BAY 43-9006)|4|Investigations|Activated partial thromboplastin time prolonged|Activated partial thromboplastin time prolonged|||10000636|Activated partial thromboplastin time prolonged|Activated partial thromboplastin time prolonged||No|
|724772|Sorafenib (BAY 43-9006)|4|Investigations|Alanine aminotransferase increased|Alanine aminotransferase increased|||10001551|Alanine aminotransferase increased|Alanine aminotransferase increased||No|
|724772|Sorafenib (BAY 43-9006)|4|Investigations|Alkaline phosphatase increased|Alkaline phosphatase increased|||10001675|Alkaline phosphatase increased|Alkaline phosphatase increased||No|
|724772|Sorafenib (BAY 43-9006)|4|Investigations|Aspartate aminotransferase increased|Aspartate aminotransferase increased|||10003481|Aspartate aminotransferase increased|Aspartate aminotransferase increased||No|
|724772|Sorafenib (BAY 43-9006)|4|Investigations|Blood bilirubin increased|Blood bilirubin increased|||10005364|Blood bilirubin increased|Blood bilirubin increased||No|
|724772|Sorafenib (BAY 43-9006)|4|Investigations|Creatinine increased|Creatinine increased|||10011368|Creatinine increased|Creatinine increased||No|
|724772|Sorafenib (BAY 43-9006)|4|Investigations|INR increased|INR increased|||10022402|INR increased|INR increased||No|
|724772|Sorafenib (BAY 43-9006)|4|Investigations|Lipase increased|Lipase increased|||10024574|Lipase increased|Lipase increased||No|
|724772|Sorafenib (BAY 43-9006)|4|Investigations|Lymphocyte count decreased|Lymphocyte count decreased|||10025256|Lymphocyte count decreased|Lymphocyte count decreased||No|
|724772|Sorafenib (BAY 43-9006)|4|Investigations|Neutrophil count decreased|Neutrophil count decreased|||10029366|Neutrophil count decreased|Neutrophil count decreased||No|
|724772|Sorafenib (BAY 43-9006)|4|Investigations|Platelet count decreased|Platelet count decreased|||10035528|Platelet count decreased|Platelet count decreased||No|
|724772|Sorafenib (BAY 43-9006)|4|Investigations|Serum amylase increased|Serum amylase increased|||10040139|Serum amylase increased|Serum amylase increased||No|
|724772|Sorafenib (BAY 43-9006)|4|Investigations|Weight loss|Weight loss|||10047900|Weight loss|Weight loss||No|
|724772|Sorafenib (BAY 43-9006)|4|Investigations|White blood cell decreased|White blood cell decreased|||10049182|White blood cell decreased|White blood cell decreased||No|
|724772|Sorafenib (BAY 43-9006)|4|Metabolism and nutrition disorders|Anorexia|Anorexia|||10002646|Anorexia|Anorexia||No|
|724772|Sorafenib (BAY 43-9006)|4|Metabolism and nutrition disorders|Hyperglycemia|Hyperglycemia|||10020639|Hyperglycemia|Hyperglycemia||No|
|724772|Sorafenib (BAY 43-9006)|4|Metabolism and nutrition disorders|Hyperkalemia|Hyperkalemia|||10020647|Hyperkalemia|Hyperkalemia||No|
|724772|Sorafenib (BAY 43-9006)|4|Metabolism and nutrition disorders|Hypoalbuminemia|Hypoalbuminemia|||10020943|Hypoalbuminemia|Hypoalbuminemia||No|
|724772|Sorafenib (BAY 43-9006)|4|Metabolism and nutrition disorders|Hypocalcemia|Hypocalcemia|||10020949|Hypocalcemia|Hypocalcemia||No|
|724772|Sorafenib (BAY 43-9006)|4|Metabolism and nutrition disorders|Hypoglycemia|Hypoglycemia|||10021005|Hypoglycemia|Hypoglycemia||No|
|724772|Sorafenib (BAY 43-9006)|4|Metabolism and nutrition disorders|Hypokalemia|Hypokalemia|||10021018|Hypokalemia|Hypokalemia||No|
|724772|Sorafenib (BAY 43-9006)|4|Metabolism and nutrition disorders|Hyponatremia|Hyponatremia|||10021038|Hyponatremia|Hyponatremia||No|
|724772|Sorafenib (BAY 43-9006)|4|Metabolism and nutrition disorders|Hypophosphatemia|Hypophosphatemia|||10021059|Hypophosphatemia|Hypophosphatemia||No|
|724772|Sorafenib (BAY 43-9006)|4|Musculoskeletal and connective tissue disorders|Arthralgia|Arthralgia|||10003239|Arthralgia|Arthralgia||No|
|724772|Sorafenib (BAY 43-9006)|4|Musculoskeletal and connective tissue disorders|Back pain|Back pain|||10003988|Back pain|Back pain||No|
|724772|Sorafenib (BAY 43-9006)|4|Musculoskeletal and connective tissue disorders|Pain in extremity|Pain in extremity|||10033425|Pain in extremity|Pain in extremity||No|
|724772|Sorafenib (BAY 43-9006)|4|Nervous system disorders|Headache|Headache|||10019211|Headache|Headache||No|
|724772|Sorafenib (BAY 43-9006)|4|"Respiratory, thoracic and mediastinal disorders"|Cough|Cough|||10011224|Cough|Cough||No|
|724772|Sorafenib (BAY 43-9006)|4|"Respiratory, thoracic and mediastinal disorders"|Dyspnea|Dyspnea|||10013963|Dyspnea|Dyspnea||No|
|724772|Sorafenib (BAY 43-9006)|4|Skin and subcutaneous tissue disorders|Alopecia|Alopecia|||10001760|Alopecia|Alopecia||No|
|724772|Sorafenib (BAY 43-9006)|4|Skin and subcutaneous tissue disorders|Dry skin|Dry skin|||10013786|Dry skin|Dry skin||No|
|724772|Sorafenib (BAY 43-9006)|4|Skin and subcutaneous tissue disorders|Palmar-plantar erythrodysesthesia syndrome|Palmar-plantar erythrodysesthesia syndrome|||10054524|Palmar-plantar erythrodysesthesia syndrome|Palmar-plantar erythrodysesthesia syndrome||No|
|724772|Sorafenib (BAY 43-9006)|4|Skin and subcutaneous tissue disorders|Pruritus|Pruritus|||10037087|Pruritus|Pruritus||No|
|724772|Sorafenib (BAY 43-9006)|4|Skin and subcutaneous tissue disorders|Rash maculo-papular|Rash maculo-papular|||10037868|Rash maculo-papular|Rash maculo-papular||No|
|724772|Sorafenib (BAY 43-9006)|4|Vascular disorders|Hypertension|Hypertension|||10020772|Hypertension|Hypertension||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Blood and lymphatic system disorders|Anemia|Anemia|||10002272|Anemia|Anemia||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Endocrine disorders|Hypothyroidism|Hypothyroidism|||10021114|Hypothyroidism|Hypothyroidism||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Eye disorders|"Eye disorders - Other, specify"|"Eye disorders - Other, specify"||vision deterioration|10015919|"Eye disorders - Other, specify"|"Eye disorders - Other, specify"||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Eye disorders|Papilledema|Papilledema|||10033703|Papilledema|Papilledema||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Gastrointestinal disorders|Abdominal distension|Abdominal distension|||10000060|Abdominal distension|Abdominal distension||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Gastrointestinal disorders|Abdominal pain|Abdominal pain|||10000081|Abdominal pain|Abdominal pain||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Gastrointestinal disorders|Anal mucositis|Anal mucositis|||10065721|Anal mucositis|Anal mucositis||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Gastrointestinal disorders|Constipation|Constipation|||10010774|Constipation|Constipation||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Gastrointestinal disorders|Diarrhea|Diarrhea|||10012727|Diarrhea|Diarrhea||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Gastrointestinal disorders|Dry mouth|Dry mouth|||10013781|Dry mouth|Dry mouth||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Gastrointestinal disorders|Dyspepsia|Dyspepsia|||10013946|Dyspepsia|Dyspepsia||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Gastrointestinal disorders|Flatulence|Flatulence|||10016766|Flatulence|Flatulence||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Gastrointestinal disorders|Gastritis|Gastritis|||10017853|Gastritis|Gastritis||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Gastrointestinal disorders|Mucositis oral|Mucositis oral|||10028130|Mucositis oral|Mucositis oral||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Gastrointestinal disorders|Nausea|Nausea|||10028813|Nausea|Nausea||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Gastrointestinal disorders|Oral pain|Oral pain|||10031009|Oral pain|Oral pain||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Gastrointestinal disorders|Rectal mucositis|Rectal mucositis|||10063190|Rectal mucositis|Rectal mucositis||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Gastrointestinal disorders|Small intestinal mucositis|Small intestinal mucositis|||10065710|Small intestinal mucositis|Small intestinal mucositis||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Gastrointestinal disorders|Vomiting|Vomiting|||10047700|Vomiting|Vomiting||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|General disorders and administration site conditions|Chills|Chills|||10008531|Chills|Chills||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|General disorders and administration site conditions|Edema limbs|Edema limbs|||10050068|Edema limbs|Edema limbs||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|General disorders and administration site conditions|Fatigue|Fatigue|||10016256|Fatigue|Fatigue||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|General disorders and administration site conditions|Fever|Fever|||10016558|Fever|Fever||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|General disorders and administration site conditions|Non-cardiac chest pain|Non-cardiac chest pain|||10062501|Non-cardiac chest pain|Non-cardiac chest pain||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Investigations|Alanine aminotransferase increased|Alanine aminotransferase increased|||10001551|Alanine aminotransferase increased|Alanine aminotransferase increased||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Investigations|Alkaline phosphatase increased|Alkaline phosphatase increased|||10001675|Alkaline phosphatase increased|Alkaline phosphatase increased||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Investigations|Aspartate aminotransferase increased|Aspartate aminotransferase increased|||10003481|Aspartate aminotransferase increased|Aspartate aminotransferase increased||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Investigations|Blood bilirubin increased|Blood bilirubin increased|||10005364|Blood bilirubin increased|Blood bilirubin increased||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Investigations|Creatinine increased|Creatinine increased|||10011368|Creatinine increased|Creatinine increased||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Investigations|Lipase increased|Lipase increased|||10024574|Lipase increased|Lipase increased||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Investigations|Lymphocyte count decreased|Lymphocyte count decreased|||10025256|Lymphocyte count decreased|Lymphocyte count decreased||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Investigations|Neutrophil count decreased|Neutrophil count decreased|||10029366|Neutrophil count decreased|Neutrophil count decreased||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Investigations|Platelet count decreased|Platelet count decreased|||10035528|Platelet count decreased|Platelet count decreased||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Investigations|Serum amylase increased|Serum amylase increased|||10040139|Serum amylase increased|Serum amylase increased||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Investigations|Weight loss|Weight loss|||10047900|Weight loss|Weight loss||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Investigations|White blood cell decreased|White blood cell decreased|||10049182|White blood cell decreased|White blood cell decreased||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Metabolism and nutrition disorders|Anorexia|Anorexia|||10002646|Anorexia|Anorexia||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Metabolism and nutrition disorders|Dehydration|Dehydration|||10012174|Dehydration|Dehydration||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Metabolism and nutrition disorders|Hyperuricemia|Hyperuricemia|||10020907|Hyperuricemia|Hyperuricemia||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Metabolism and nutrition disorders|Hypoalbuminemia|Hypoalbuminemia|||10020943|Hypoalbuminemia|Hypoalbuminemia||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Metabolism and nutrition disorders|Hypophosphatemia|Hypophosphatemia|||10021059|Hypophosphatemia|Hypophosphatemia||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Musculoskeletal and connective tissue disorders|Arthralgia|Arthralgia|||10003239|Arthralgia|Arthralgia||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Musculoskeletal and connective tissue disorders|Back pain|Back pain|||10003988|Back pain|Back pain||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Musculoskeletal and connective tissue disorders|Myalgia|Myalgia|||10028411|Myalgia|Myalgia||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Musculoskeletal and connective tissue disorders|Pain in extremity|Pain in extremity|||10033425|Pain in extremity|Pain in extremity||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Nervous system disorders|Dysgeusia|Dysgeusia|||10013911|Dysgeusia|Dysgeusia||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Nervous system disorders|Headache|Headache|||10019211|Headache|Headache||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Psychiatric disorders|Insomnia|Insomnia|||10022437|Insomnia|Insomnia||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|"Respiratory, thoracic and mediastinal disorders"|Cough|Cough|||10011224|Cough|Cough||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|"Respiratory, thoracic and mediastinal disorders"|Dyspnea|Dyspnea|||10013963|Dyspnea|Dyspnea||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|"Respiratory, thoracic and mediastinal disorders"|Epistaxis|Epistaxis||macular edema|10015090|Epistaxis|Epistaxis||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|"Respiratory, thoracic and mediastinal disorders"|Laryngeal mucositis|Laryngeal mucositis|||10065880|Laryngeal mucositis|Laryngeal mucositis||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|"Respiratory, thoracic and mediastinal disorders"|Pharyngeal mucositis|Pharyngeal mucositis|||10065881|Pharyngeal mucositis|Pharyngeal mucositis||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|"Respiratory, thoracic and mediastinal disorders"|Tracheal mucositis|Tracheal mucositis|||10065900|Tracheal mucositis|Tracheal mucositis||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Skin and subcutaneous tissue disorders|Alopecia|Alopecia|||10001760|Alopecia|Alopecia||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Skin and subcutaneous tissue disorders|Dry skin|Dry skin|||10013786|Dry skin|Dry skin||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Skin and subcutaneous tissue disorders|Palmar-plantar erythrodysesthesia syndrome|Palmar-plantar erythrodysesthesia syndrome|||10054524|Palmar-plantar erythrodysesthesia syndrome|Palmar-plantar erythrodysesthesia syndrome||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Skin and subcutaneous tissue disorders|Rash maculo-papular|Rash maculo-papular|||10037868|Rash maculo-papular|Rash maculo-papular||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Skin and subcutaneous tissue disorders|"Skin and subcutaneous tissue disorders - Other, specify"|"Skin and subcutaneous tissue disorders - Other, specify"||hair color change|10040785|"Skin and subcutaneous tissue disorders - Other, specify"|"Skin and subcutaneous tissue disorders - Other, specify"||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Skin and subcutaneous tissue disorders|Skin hypopigmentation|Skin hypopigmentation|||10040868|Skin hypopigmentation|Skin hypopigmentation||No|
|736511|Sunitinib malate (SU011248 L-malate; Sutent)|4|Vascular disorders|Hypertension|Hypertension|||10020772|Hypertension|Hypertension||No|
|66847|Thalidomide (Thalomid)|4|Cardiac disorders|Sinus bradycardia|Sinus bradycardia|||10040741|Sinus bradycardia|Sinus bradycardia||No|
|66847|Thalidomide (Thalomid)|4|Endocrine disorders|Hypothyroidism|Hypothyroidism|||10021114|Hypothyroidism|Hypothyroidism||No|
|66847|Thalidomide (Thalomid)|4|Eye disorders|Blurred vision|Blurred vision|||10005886|Blurred vision|Blurred vision||No|
|66847|Thalidomide (Thalomid)|4|Eye disorders|Dry eye|Dry eye|||10013774|Dry eye|Dry eye||No|
|66847|Thalidomide (Thalomid)|4|Gastrointestinal disorders|Constipation|Constipation|||10010774|Constipation|Constipation||No|
|66847|Thalidomide (Thalomid)|4|Gastrointestinal disorders|Dry mouth|Dry mouth|||10013781|Dry mouth|Dry mouth||No|
|66847|Thalidomide (Thalomid)|4|Gastrointestinal disorders|Dyspepsia|Dyspepsia|||10013946|Dyspepsia|Dyspepsia||No|
|66847|Thalidomide (Thalomid)|4|Gastrointestinal disorders|Nausea|Nausea|||10028813|Nausea|Nausea||No|
|66847|Thalidomide (Thalomid)|4|General disorders and administration site conditions|Edema limbs|Edema limbs|||10050068|Edema limbs|Edema limbs||No|
|66847|Thalidomide (Thalomid)|4|General disorders and administration site conditions|Fatigue|Fatigue|||10016256|Fatigue|Fatigue||No|
|66847|Thalidomide (Thalomid)|4|Investigations|Neutrophil count decreased|Neutrophil count decreased|||10029366|Neutrophil count decreased|Neutrophil count decreased||No|
|66847|Thalidomide (Thalomid)|4|Investigations|White blood cell decreased|White blood cell decreased|||10049182|White blood cell decreased|White blood cell decreased||No|
|66847|Thalidomide (Thalomid)|4|Musculoskeletal and connective tissue disorders|Generalized muscle weakness|Generalized muscle weakness|||10062572|Generalized muscle weakness|Generalized muscle weakness||No|
|66847|Thalidomide (Thalomid)|4|Musculoskeletal and connective tissue disorders|Myalgia|Myalgia|||10028411|Myalgia|Myalgia||No|
|66847|Thalidomide (Thalomid)|4|Nervous system disorders|Depressed level of consciousness|Depressed level of consciousness|||10012373|Depressed level of consciousness|Depressed level of consciousness||No|
|66847|Thalidomide (Thalomid)|4|Nervous system disorders|Dizziness|Dizziness|||10013573|Dizziness|Dizziness||No|
|66847|Thalidomide (Thalomid)|4|Nervous system disorders|Headache|Headache|||10019211|Headache|Headache||No|
|66847|Thalidomide (Thalomid)|4|Nervous system disorders|Peripheral sensory neuropathy|Peripheral sensory neuropathy|||10034620|Peripheral sensory neuropathy|Peripheral sensory neuropathy||No|
|66847|Thalidomide (Thalomid)|4|Nervous system disorders|Seizure|Seizure|||10039906|Seizure|Seizure||No|
|66847|Thalidomide (Thalomid)|4|Nervous system disorders|Tremor|Tremor|||10044565|Tremor|Tremor||No|
|66847|Thalidomide (Thalomid)|4|Psychiatric disorders|Confusion|Confusion|||10010300|Confusion|Confusion||No|
|66847|Thalidomide (Thalomid)|4|Psychiatric disorders|Depression|Depression|||10012378|Depression|Depression||No|
|66847|Thalidomide (Thalomid)|4|Reproductive system and breast disorders|"Reproductive system and breast disorders - Other, specify"|"Reproductive system and breast disorders - Other, specify"||Teratogenic effects - birth defects|10038604|"Reproductive system and breast disorders - Other, specify"|"Reproductive system and breast disorders - Other, specify"||No|
|66847|Thalidomide (Thalomid)|4|"Respiratory, thoracic and mediastinal disorders"|Dyspnea|Dyspnea|||10013963|Dyspnea|Dyspnea||No|
|66847|Thalidomide (Thalomid)|4|Skin and subcutaneous tissue disorders|Dry skin|Dry skin|||10013786|Dry skin|Dry skin||No|
|66847|Thalidomide (Thalomid)|4|Skin and subcutaneous tissue disorders|Erythema multiforme|Erythema multiforme|||10015218|Erythema multiforme|Erythema multiforme||No|
|66847|Thalidomide (Thalomid)|4|Skin and subcutaneous tissue disorders|Pruritus|Pruritus|||10037087|Pruritus|Pruritus||No|
|66847|Thalidomide (Thalomid)|4|Skin and subcutaneous tissue disorders|Rash maculo-papular|Rash maculo-papular|||10037868|Rash maculo-papular|Rash maculo-papular||No|
|66847|Thalidomide (Thalomid)|4|Vascular disorders|Hypotension|Hypotension|||10021097|Hypotension|Hypotension||No|
|66847|Thalidomide (Thalomid)|4|Vascular disorders|Peripheral ischemia|Peripheral ischemia|||10034578|Peripheral ischemia|Peripheral ischemia||No|
|66847|Thalidomide (Thalomid)|4|Vascular disorders|Thromboembolic event|Thromboembolic event|||10043565|Thromboembolic event|Thromboembolic event||No|
|688097|Trastuzumab (Herceptin)|4|Blood and lymphatic system disorders|Anemia|Anemia|||10002272|Anemia|Anemia||No|
|688097|Trastuzumab (Herceptin)|4|Cardiac disorders|Left ventricular systolic dysfunction|Left ventricular systolic dysfunction|||10069501|Left ventricular systolic dysfunction|Left ventricular systolic dysfunction||No|
|688097|Trastuzumab (Herceptin)|4|Cardiac disorders|Supraventricular tachycardia|Supraventricular tachycardia|||10042604|Supraventricular tachycardia|Supraventricular tachycardia||No|
|688097|Trastuzumab (Herceptin)|4|Gastrointestinal disorders|Abdominal pain|Abdominal pain|||10000081|Abdominal pain|Abdominal pain||No|
|688097|Trastuzumab (Herceptin)|4|Gastrointestinal disorders|Diarrhea|Diarrhea|||10012727|Diarrhea|Diarrhea||No|
|688097|Trastuzumab (Herceptin)|4|Gastrointestinal disorders|Mucositis oral|Mucositis oral|||10028130|Mucositis oral|Mucositis oral||No|
|688097|Trastuzumab (Herceptin)|4|Gastrointestinal disorders|Nausea|Nausea|||10028813|Nausea|Nausea||No|
|688097|Trastuzumab (Herceptin)|4|Gastrointestinal disorders|Vomiting|Vomiting|||10047700|Vomiting|Vomiting||No|
|688097|Trastuzumab (Herceptin)|4|General disorders and administration site conditions|Chills|Chills|||10008531|Chills|Chills||No|
|688097|Trastuzumab (Herceptin)|4|General disorders and administration site conditions|Fatigue|Fatigue|||10016256|Fatigue|Fatigue||No|
|688097|Trastuzumab (Herceptin)|4|General disorders and administration site conditions|Fever|Fever|||10016558|Fever|Fever||No|
|688097|Trastuzumab (Herceptin)|4|General disorders and administration site conditions|Infusion related reaction|Infusion related reaction|||10051792|Infusion related reaction|Infusion related reaction||No|
|688097|Trastuzumab (Herceptin)|4|General disorders and administration site conditions|Non-cardiac chest pain|Non-cardiac chest pain|||10062501|Non-cardiac chest pain|Non-cardiac chest pain||No|
|688097|Trastuzumab (Herceptin)|4|Immune system disorders|Allergic reaction|Allergic reaction|||10001718|Allergic reaction|Allergic reaction||No|
|688097|Trastuzumab (Herceptin)|4|Infections and infestations|Abdominal infection|Abdominal infection|||10056519|Abdominal infection|Abdominal infection||No|
